trading_date,wind_code,open,high,low,close,volume,pct_chg,vwap,adj_factor,turn,free_turn,is_st,trade_status,close/free_turn,open/turn,volume/low,vwap/high,low/high,vwap/close
2014-07-03,603369.SH,20.32,24.38,20.32,24.38,395652.0,44.005,24.322,1.0,0.764,0.764,0,盘中停牌,31.910994764397905,26.596858638743456,19471.062992125982,0.9976210008203446,0.8334700574241182,0.9976210008203446
2014-07-04,603369.SH,26.82,26.82,26.82,26.82,291839.0,10.008,26.82,1.0,0.563,0.563,0,交易,47.637655417406755,47.637655417406755,10881.394481730053,1.0,1.0,1.0
2014-07-07,603369.SH,29.5,29.5,29.5,29.5,1043741.0,9.993,29.5,1.0,2.015,2.015,0,交易,14.640198511166252,14.640198511166252,35381.05084745763,1.0,1.0,1.0
2014-07-08,603369.SH,32.45,32.45,29.83,31.02,31667759.000000004,5.153,31.4,1.0,61.135,61.135,0,交易,0.507401652081459,0.5307925083830867,1061607.7438819981,0.9676425269645608,0.9192604006163327,1.0122501611863313
2014-07-09,603369.SH,29.51,30.39,28.01,28.62,19246280.0,-7.737,29.041,1.0,37.155,37.155,0,交易,0.7702866370609608,0.7942403445027587,687121.7422349161,0.9556103981572885,0.9216847647252386,1.0147099930118797
2014-07-10,603369.SH,28.04,30.99,28.01,30.36,19784378.0,6.08,29.923,1.0,38.194,38.194,0,交易,0.7948892496203591,0.7341467246164318,706332.6669046768,0.9655695385608261,0.9038399483704421,0.9856060606060606
2014-07-11,603369.SH,29.68,30.95,28.7,28.81,13303270.000000002,-5.105,29.71,1.0,25.682,25.682,0,交易,1.1217973678062456,1.1556732341717935,463528.5714285715,0.9599353796445881,0.9273021001615509,1.03123915307185
2014-07-14,603369.SH,28.08,28.49,27.35,27.95,10038228.0,-2.985,27.864,1.0,19.379,19.379,0,交易,1.442282883533722,1.448991176015274,367028.4460694698,0.9780273780273782,0.95998595998596,0.996923076923077
2014-07-15,603369.SH,27.8,28.69,27.6,27.99,9304905.0,0.143,28.163,1.0,17.963,17.963,0,交易,1.5582029727773756,1.5476256749986081,337134.23913043475,0.9816312303938655,0.9620076681770652,1.0061807788495891
2014-07-16,603369.SH,27.5,28.64,27.5,28.17,8717938.0,0.643,28.101,1.0,16.83,16.83,0,交易,1.6737967914438505,1.6339869281045754,317015.92727272725,0.9811801675977653,0.960195530726257,0.9975505857294994
2014-07-17,603369.SH,27.97,28.01,26.41,26.7,8382160.000000001,-5.218,27.008,1.0,16.182,16.182,0,交易,1.6499814608824621,1.7284637251266841,317385.8386974631,0.9642270617636558,0.9428775437343805,1.0115355805243447
2014-07-18,603369.SH,26.81,28.28,26.7,27.38,8888991.0,2.547,27.482,1.0,17.16,17.16,0,交易,1.5955710955710956,1.5623543123543122,332921.01123595505,0.9717821782178218,0.944130127298444,1.0037253469685903
2014-07-21,603369.SH,27.0,27.16,26.61,26.68,4354900.0,-2.557,26.761,1.0,8.407,8.407,0,交易,3.1735458546449387,3.21160937314143,163656.5201052236,0.9853092783505154,0.9797496318114874,1.0030359820089956
2014-07-22,603369.SH,26.48,26.88,26.41,26.59,3546557.0,-0.337,26.624,1.0,6.847,6.847,0,交易,3.8834526069811592,3.8673871768657806,134288.4134797425,0.9904761904761905,0.982514880952381,1.001278676194058
2014-07-23,603369.SH,26.75,26.75,25.6,25.83,5108995.0,-2.858,26.065,1.0,9.863,9.863,0,交易,2.6188786373314406,2.712156544661868,199570.1171875,0.974392523364486,0.9570093457943926,1.0090979481223386
2014-07-24,603369.SH,25.61,26.48,25.61,25.9,5049444.0,0.271,26.092,1.0,9.748,9.748,0,交易,2.6569552728764876,2.6272055806319248,197166.88793440064,0.9853474320241691,0.9671450151057401,1.0074131274131275
2014-07-25,603369.SH,25.78,26.28,25.36,25.82,4326635.0,-0.309,25.792,1.0,8.353,8.353,0,交易,3.091104992218365,3.086316293547229,170608.6356466877,0.9814307458143074,0.9649923896499238,0.9989155693261038
2014-07-28,603369.SH,26.2,26.42,26.0,26.31,4293214.0,1.898,26.275,1.0,8.288,8.288,0,交易,3.1744691119691115,3.161196911196911,165123.61538461538,0.9945117335352005,0.9841029523088569,0.9986697073356138
2014-07-29,603369.SH,26.34,26.56,26.08,26.33,3784917.0,0.076,26.342,1.0,7.307,7.307,0,交易,3.6033940057479126,3.6047625564527164,145127.1855828221,0.9917921686746988,0.9819277108433735,1.0004557538928978
2014-07-30,603369.SH,26.49,26.87,26.22,26.75,4606925.0,1.595,26.499,1.0,8.894,8.894,0,交易,3.007645603777828,2.9784124128626037,175702.70785659802,0.9861927800521026,0.9758094529214737,0.9906168224299065
2014-07-31,603369.SH,26.68,26.8,26.42,26.61,3192609.0,-0.523,26.556,1.0,6.163,6.163,0,交易,4.31770241765374,4.329060522472822,120840.6131718395,0.9908955223880597,0.985820895522388,0.9979706877113868
2014-08-01,603369.SH,26.5,26.55,25.77,25.8,4705924.0,-3.044,26.194,1.0,9.085,9.085,0,交易,2.8398458998348923,2.916895982388552,182612.49514939854,0.9865913370998116,0.9706214689265537,1.0152713178294572
2014-08-04,603369.SH,25.62,25.97,25.62,25.93,2624864.0,0.504,25.831,1.0,5.067,5.067,0,交易,5.1174264850996645,5.0562462995855535,102453.70804059328,0.9946476703889103,0.986522911051213,0.9961820285383726
2014-08-05,603369.SH,25.9,26.12,25.68,26.04,2510941.0,0.424,25.939,1.0,4.847,4.847,0,交易,5.372395296059418,5.343511450381679,97778.07632398754,0.9930704441041347,0.9831546707503828,0.9961213517665131
2014-08-06,603369.SH,25.97,26.01,25.71,25.95,2379448.0,-0.346,25.826,1.0,4.594,4.594,0,交易,5.648672181105789,5.653025685676969,92549.51380785686,0.9929257977700884,0.9884659746251442,0.9952215799614644
2014-08-07,603369.SH,25.89,26.07,25.76,25.81,2254716.0,-0.539,25.885,1.0,4.353,4.353,0,交易,5.929244199402711,5.947622329427981,87527.7950310559,0.9929037207518221,0.9881089374760261,1.002905850445564
2014-08-08,603369.SH,25.74,25.98,25.7,25.89,1846495.0,0.31,25.884,1.0,3.565,3.565,0,交易,7.262272089761571,7.220196353436185,71848.05447470817,0.9963048498845266,0.9892224788298691,0.9997682502896871
2014-08-11,603369.SH,25.95,26.09,25.86,26.07,2468378.0,0.695,25.994,1.0,4.765,4.765,0,交易,5.471143756558238,5.445960125918154,95451.58546017014,0.9963204292832503,0.9911843618244538,0.997084771768316
2014-08-12,603369.SH,26.16,26.28,25.96,26.25,3161619.0,0.69,26.114,1.0,6.104,6.104,0,交易,4.3004587155963305,4.285714285714286,121788.0970724191,0.9936834094368341,0.9878234398782344,0.9948190476190476
2014-08-13,603369.SH,26.12,26.98,26.07,26.88,7901567.0,2.4,26.648,1.0,15.254,15.254,0,交易,1.7621607447226957,1.712337747476072,303090.4104334484,0.9876945885841364,0.9662713120830244,0.9913690476190476
2014-08-14,603369.SH,26.73,28.49,26.66,27.68,10550573.0,2.976,27.793,1.0,20.368,20.368,0,交易,1.358994501178319,1.3123527101335428,395745.423855964,0.9755352755352755,0.9357669357669358,1.0040823699421966
2014-08-15,603369.SH,27.56,27.79,27.16,27.46,4673492.0,-0.795,27.406,1.0,9.022,9.022,0,交易,3.0436710263799602,3.0547550432276656,172072.60677466862,0.9861820798848506,0.9773299748110832,0.9980335032774945
2014-08-18,603369.SH,27.54,27.54,27.2,27.34,3732050.0,-0.437,27.29,1.0,7.205,7.205,0,交易,3.7945870922970157,3.8223455933379595,137207.7205882353,0.9909222948438635,0.9876543209876544,0.9981711777615215
2014-08-19,603369.SH,27.36,27.58,27.11,27.3,3601761.0,-0.146,27.278,1.0,6.953,6.953,0,交易,3.9263627211275707,3.9349920897454336,132857.28513463668,0.9890500362581581,0.9829586656997825,0.9991941391941391
2014-08-20,603369.SH,27.33,28.29,27.1,27.89,6923274.000000001,2.161,27.804,1.0,13.365,13.365,0,交易,2.0867938645716424,2.0448933782267114,255471.36531365316,0.9828207847295864,0.9579356663131849,0.9969164575116528
2014-08-21,603369.SH,27.88,27.88,27.0,27.21,4065412.0000000005,-2.438,27.301,1.0,7.848,7.848,0,交易,3.467125382262997,3.5524974515800203,150570.81481481483,0.979232424677188,0.9684361549497849,1.0033443586916573
2014-08-22,603369.SH,27.14,27.42,27.03,27.25,2290950.0,0.147,27.212,1.0,4.423,4.423,0,交易,6.1609767126384805,6.136106714899389,84755.8268590455,0.9924142961342085,0.9857768052516411,0.9986055045871559
2014-08-25,603369.SH,27.3,27.31,26.86,26.97,2944249.0,-1.028,27.043,1.0,5.684,5.684,0,交易,4.744897959183673,4.802955665024631,109614.63142218914,0.9902233614060784,0.9835225192237276,1.0027067111605488
2014-08-26,603369.SH,26.97,26.97,25.97,26.03,3422876.9999999995,-3.485,26.403,1.0,6.608,6.608,0,交易,3.939164648910412,4.081416464891041,131801.19368502116,0.9789766407119022,0.9629217649239896,1.0143296196696119
2014-08-27,603369.SH,25.97,26.28,25.95,26.08,1540754.0,0.192,26.122,1.0,2.974,2.974,0,交易,8.769334229993273,8.732347007397443,59373.94990366089,0.9939878234398782,0.9874429223744291,1.0016104294478527
2014-08-28,603369.SH,26.1,26.27,25.55,25.65,2047209.9999999998,-1.649,25.873,1.0,3.952,3.952,0,交易,6.490384615384615,6.60425101214575,80125.63600782778,0.9848877046060145,0.9725923106204797,1.0086939571150098
