trading_date,wind_code,open,high,low,close,volume,pct_chg,vwap,adj_factor,turn,free_turn,is_st,trade_status,close/free_turn,open/turn,volume/low,vwap/high,low/high,vwap/close
2011-01-31,600844.SH,104.379,107.43,103.616,104.726,6324725.0,-0.854,104.988,6.935,1.081,1.916,0,交易,54.65866388308977,96.55781683626273,61040.04207844348,0.9772689192962859,0.9644978125290886,1.0025017665145237
2011-02-01,600844.SH,105.28,105.905,103.685,105.419,3616397.0,0.662,104.49,6.935,0.618,1.096,0,交易,96.18521897810218,170.3559870550162,34878.69026377972,0.9866389688872101,0.9790378169113828,0.9911875468369079
2011-02-09,600844.SH,104.448,108.748,103.963,105.488,4185168.0,0.066,106.311,6.935,0.716,1.268,0,交易,83.19242902208202,145.87709497206703,40256.32196069756,0.9775903924669879,0.9559991907897156,1.0078018352798424
2011-02-10,600844.SH,105.488,107.014,103.408,106.876,4120776.9999999995,1.315,105.252,6.935,0.705,1.249,0,交易,85.56925540432346,149.62836879432624,39849.692480272315,0.9835348645971556,0.9663034743117723,0.9848048205396908
2011-02-11,600844.SH,106.667,109.164,105.488,107.5,5990133.0,0.584,107.512,6.935,1.024,1.815,0,交易,59.22865013774105,104.1669921875,56784.970802366144,0.9848668059067092,0.9663258949836943,1.0001116279069768
2011-02-14,600844.SH,107.292,108.748,106.113,107.985,7014938.0,0.452,107.517,6.935,1.199,2.126,0,交易,50.7925682031985,89.48457047539615,66108.18655584141,0.9886802515908337,0.975769669327252,0.9956660647312127
2011-02-15,600844.SH,107.985,110.274,107.014,108.263,9444195.0,0.257,108.741,6.935,1.615,2.862,0,交易,37.8277428371768,66.86377708978328,88251.95768777917,0.9860982643234126,0.9704372744255219,1.0044151741592233
2011-02-16,600844.SH,108.124,108.817,106.529,108.679,5489284.0,0.384,107.555,6.935,0.939,1.663,0,交易,65.35117257967528,115.14802981895633,51528.54152390429,0.9884025473960871,0.9789738735675492,0.9896576155467018
2011-02-17,600844.SH,108.679,111.8,106.459,111.73,9659193.0,2.808,108.803,6.935,1.652,2.927,0,交易,38.17218995558593,65.7863196125908,90731.5774147794,0.9731932021466905,0.952227191413238,0.9738029177481428
2011-02-18,600844.SH,111.869,116.655,110.829,112.355,14366770.000000002,0.559,113.863,6.935,2.457,4.353,0,交易,25.810934987365037,45.53072853072853,129630.06072417871,0.9760661780463761,0.95005786292915,1.013421743580615
