trading_date,wind_code,open,high,low,close,volume,pct_chg,vwap,adj_factor,turn,free_turn,is_st,trade_status,close/free_turn,open/turn,volume/low,vwap/high,low/high,vwap/close
2011-01-31,002108.SZ,38.87,40.657,38.87,40.57,2054758.0000000002,4.372,40.187,2.179,1.246,2.56,0,交易,15.84765625,31.195826645264845,52862.31026498586,0.9884398750522666,0.9560469291880858,0.9905595267438994
2011-02-01,002108.SZ,40.526,40.526,39.48,40.178,1184134.0,-0.967,39.877,2.179,0.718,1.475,0,交易,27.2393220338983,56.442896935933156,29993.26241134752,0.9839855894981,0.974189409268124,0.9925083378963613
2011-02-09,002108.SZ,40.112,41.986,39.829,41.616,2807946.0,3.579,41.27,2.179,1.703,3.498,0,交易,11.897084048027443,23.553728714034058,70500.03766100078,0.982946696517887,0.9486257323869862,0.9916858900422915
2011-02-10,002108.SZ,41.594,42.16,41.136,42.139,1515677.0,1.257,41.693,2.179,0.919,1.888,0,交易,22.319385593220343,45.26006528835691,36845.512446518864,0.9889231499051234,0.9757115749525618,0.9894159804456678
2011-02-11,002108.SZ,41.659,42.051,41.42,41.812,1846318.0,-0.776,41.713,2.179,1.12,2.3,0,交易,18.17913043478261,37.19553571428571,44575.51907291164,0.9919621412094837,0.9849944115478824,0.9976322586817182
2011-02-14,002108.SZ,41.812,41.986,40.809,41.725,2010789.0,-0.208,41.335,2.179,1.22,2.505,0,交易,16.65668662674651,34.27213114754098,49273.17503491877,0.984494831610537,0.9719668460915544,0.990653085680048
2011-02-15,002108.SZ,41.725,42.139,41.398,41.855,2565976.0,0.313,41.812,2.179,1.557,3.197,0,交易,13.091961213637784,26.798330122029547,61983.09097057828,0.9922399677258595,0.9824153397090581,0.9989726436506988
2011-02-16,002108.SZ,41.79,41.855,40.897,41.441,2894740.0,-0.989,41.291,2.179,1.756,3.606,0,交易,11.492235163616197,23.798405466970387,70781.23089713183,0.9865249074184685,0.9771114562178952,0.9963803962259596
2011-02-17,002108.SZ,41.725,42.901,41.398,41.942,3784901.0,1.209,42.083,2.179,2.296,4.715,0,交易,8.89544008483563,18.172909407665507,91427.14623894873,0.9809328453882192,0.9649658516118506,1.0033617853225882
2011-02-18,002108.SZ,41.942,42.182,40.221,41.942,3992260.0,0.0,41.204,2.179,2.422,4.973,0,交易,8.433943293786447,17.317093311312963,99258.09900300839,0.9768147551088141,0.953510976245792,0.9824042725668781
