trading_date,wind_code,open,high,low,close,volume,pct_chg,vwap,adj_factor,turn,free_turn,is_st,trade_status,close/free_turn,open/turn,volume/low,vwap/high,low/high,vwap/close
2020-05-18,002988.SZ,13.13,15.75,13.13,15.75,215994.99999999997,43.967,15.703,1.0,0.371,0.371,0,盘中停牌,42.45283018867924,35.39083557951483,16450.49504950495,0.997015873015873,0.8336507936507938,0.997015873015873
2020-05-19,002988.SZ,17.33,17.33,17.33,17.33,46443.0,10.032,17.33,1.0,0.08,0.08,0,交易,216.62499999999997,216.62499999999997,2679.919215233699,1.0,1.0,1.0
2020-05-20,002988.SZ,19.06,19.06,19.06,19.06,80819.0,9.983,19.06,1.0,0.139,0.139,0,交易,137.12230215827336,137.12230215827336,4240.241343126968,1.0,1.0,1.0
2020-05-21,002988.SZ,20.97,20.97,20.97,20.97,175752.0,10.021,20.97,1.0,0.302,0.302,0,交易,69.43708609271523,69.43708609271523,8381.115879828327,1.0,1.0,1.0
2020-05-22,002988.SZ,23.07,23.07,23.07,23.07,584872.0,10.014,23.07,1.0,1.005,1.005,0,交易,22.955223880597018,22.955223880597018,25352.05895101864,1.0,1.0,1.0
2020-05-25,002988.SZ,25.0,25.0,21.16,23.26,34811351.0,0.824,22.547,1.0,59.799,59.799,0,交易,0.388969715212629,0.41806719175905954,1645148.9130434783,0.90188,0.8464,0.9693465176268271
2020-05-26,002988.SZ,22.18,23.87,21.77,22.6,24034822.0,-2.837,22.663,1.0,41.287,41.287,0,交易,0.5473877976118391,0.5372151040279023,1104034.0836012862,0.9494344365312107,0.9120234604105572,1.002787610619469
2020-05-27,002988.SZ,22.07,24.86,22.06,24.65,31367532.0,9.071,23.848,1.0,53.883,53.883,0,交易,0.4574726722714028,0.40959115119796596,1421918.9483227562,0.95929203539823,0.8873692679002413,0.9674645030425963
2020-05-28,002988.SZ,24.0,24.36,22.88,23.41,25024739.0,-5.03,23.51,1.0,42.987,42.987,0,交易,0.5445832460976574,0.558308325772908,1093738.5926573428,0.9651067323481117,0.9392446633825944,1.0042716787697565
2020-05-29,002988.SZ,23.86,24.74,22.03,22.11,23789396.0,-5.553,23.508,1.0,40.865,40.865,0,交易,0.5410497981157469,0.5838737305762878,1079863.6404902404,0.9502021018593372,0.8904607922392888,1.0632293080054274
2020-06-01,002988.SZ,20.85,22.11,20.45,21.74,18943469.0,-1.673,21.27,1.0,32.541,32.541,0,交易,0.6680802679696384,0.640730155803448,926331.0024449878,0.9620081411126187,0.9249208502939846,0.9783808647654094
2020-06-02,002988.SZ,21.29,21.73,21.08,21.67,15147626.0,-0.322,21.417,1.0,26.021,26.021,0,交易,0.8327889012720495,0.8181853118634949,718578.0834914611,0.9855959502991257,0.9700874367234238,0.9883248730964467
2020-06-03,002988.SZ,21.7,21.7,20.9,20.92,11872166.0,-3.461,21.179,1.0,20.394,20.394,0,交易,1.0257918995783075,1.0640384426792193,568046.2200956938,0.9759907834101382,0.9631336405529953,1.012380497131931
2020-06-04,002988.SZ,20.84,21.38,20.76,21.25,10184396.0,1.577,21.123,1.0,17.495,17.495,0,交易,1.2146327522149185,1.191197484995713,490577.8420038535,0.9879794200187092,0.9710009354536951,0.9940235294117648
2020-06-05,002988.SZ,21.18,21.32,20.15,20.26,11391614.0,-4.659,20.614,1.0,19.568,19.568,0,交易,1.035363859362224,1.0823793949304987,565340.6451612904,0.9668855534709193,0.9451219512195121,1.0174728529121422
2020-06-08,002988.SZ,20.37,20.76,20.2,20.52,6746986.0,1.283,20.466,1.0,11.59,11.59,0,交易,1.7704918032786885,1.7575496117342537,334009.2079207921,0.9858381502890173,0.9730250481695567,0.9973684210526317
2020-06-09,002988.SZ,20.47,20.64,20.21,20.32,5507820.0,-0.975,20.337,1.0,9.461,9.461,0,交易,2.147764506923158,2.163619067751823,272529.440870856,0.9853197674418605,0.9791666666666666,1.0008366141732283
2020-06-10,002988.SZ,20.21,20.64,19.81,20.4,7018159.0,0.394,20.268,1.0,12.056,12.056,0,交易,1.6921035169210352,1.6763437292634376,354273.5487127713,0.9819767441860465,0.9597868217054263,0.993529411764706
2020-06-11,002988.SZ,20.31,20.59,20.1,20.5,7162500.999999999,0.49,20.346,1.0,12.304,12.304,0,交易,1.6661248374512354,1.6506827048114432,356343.33333333326,0.9881495871782419,0.976202039825158,0.9924878048780488
2020-06-12,002988.SZ,20.0,20.98,19.88,20.83,9197135.0,1.61,20.648,1.0,15.799,15.799,0,交易,1.3184378758149249,1.2659029052471675,462632.5452716298,0.9841754051477597,0.9475691134413726,0.9912626020163227
2020-06-15,002988.SZ,20.81,21.0,20.21,20.26,7562705.0,-2.736,20.61,1.0,12.991,12.991,0,交易,1.5595412208452006,1.6018782233854205,374206.08609599207,0.9814285714285714,0.9623809523809524,1.017275419545903
2020-06-16,002988.SZ,20.38,20.53,20.08,20.36,5656983.0,0.494,20.288,1.0,9.718,9.718,0,交易,2.0950812924470057,2.0971393290800577,281722.26095617533,0.9882123721383341,0.9780808572820262,0.9964636542239687
2020-06-17,002988.SZ,20.48,21.29,20.36,20.74,10743275.0,1.866,20.83,1.0,18.455,18.455,0,交易,1.1238146843673802,1.1097263614196695,527665.7662082515,0.9783936120244245,0.9563175199624236,1.0043394406943105
2020-06-18,002988.SZ,20.56,20.6,20.11,20.2,7361728.999999999,-2.604,20.228,1.0,12.646,12.646,0,交易,1.5973430333702354,1.6258105329748536,366073.0482347091,0.9819417475728155,0.9762135922330096,1.0013861386138614
2020-06-19,002988.SZ,20.11,20.22,19.46,19.63,9102210.0,-2.822,19.799,1.0,15.636,15.636,0,交易,1.2554361729342542,1.2861345612688668,467739.4655704008,0.9791790306627102,0.9624134520276955,1.008609271523179
2020-06-22,002988.SZ,19.43,19.66,19.26,19.31,5485305.0,-1.63,19.385,1.0,9.423,9.423,0,交易,2.049241218295659,2.061976016130744,284802.95950155763,0.9860122075279757,0.9796541200406919,1.0038839979285346
2020-06-23,002988.SZ,19.35,19.53,19.19,19.25,4192449.0,-0.311,19.344,1.0,7.202,7.202,0,交易,2.6728686475978893,2.6867536795334632,218470.50547159978,0.9904761904761905,0.9825908858166923,1.004883116883117
2020-06-24,002988.SZ,19.26,19.3,18.65,18.66,6647295.0,-3.065,18.841,1.0,11.419,11.419,0,交易,1.6341185743059812,1.6866625799106754,356423.32439678285,0.9762176165803109,0.9663212435233159,1.0096998928188639
2020-06-29,002988.SZ,18.52,18.82,18.46,18.74,3214220.0,0.429,18.679,1.0,5.521,5.521,0,交易,3.3943126245245425,3.3544647708748414,174118.09317443118,0.9925079702444207,0.9808714133900106,0.9967449306296692
2020-06-30,002988.SZ,18.86,18.86,18.56,18.68,4311083.0,-0.32,18.727,1.0,7.406,7.406,0,交易,2.5222792330542805,2.546583850931677,232278.17887931035,0.9929480381760339,0.9840933191940615,1.0025160599571734
2020-07-01,002988.SZ,18.68,18.77,18.47,18.56,3894189.0,-0.642,18.587,1.0,6.689,6.689,0,交易,2.774704739123935,2.7926446404544776,210838.6031402274,0.990250399573788,0.9840170484816195,1.0014547413793105
2020-07-02,002988.SZ,18.58,18.86,18.5,18.77,4457125.0,1.131,18.731,1.0,7.656,7.656,0,交易,2.451671891327064,2.4268547544409613,240925.67567567568,0.9931601272534466,0.9809119830328739,0.9979222163026107
2020-07-03,002988.SZ,18.8,19.12,18.76,19.0,5558305.0,1.225,18.973,1.0,9.548,9.548,0,交易,1.989945538332635,1.9689987431922917,296284.9147121535,0.9923117154811715,0.9811715481171548,0.998578947368421
2020-07-06,002988.SZ,19.0,19.63,19.0,19.56,8200555.0,2.947,19.377,1.0,14.087,14.087,0,交易,1.3885142329807623,1.348761269255342,431608.15789473685,0.987111563932756,0.967906265919511,0.9906441717791411
2020-07-07,002988.SZ,19.64,19.88,19.33,19.87,9885961.0,1.585,19.608,1.0,16.982,16.982,0,交易,1.1700624190319162,1.1565186668236958,511430.9881013968,0.9863179074446681,0.9723340040241448,0.9868142929038751
2020-07-08,002988.SZ,19.82,20.34,19.61,20.15,10049641.0,1.409,19.974,1.0,17.263,17.263,0,交易,1.1672362856977347,1.1481202571974742,512475.3187149414,0.9820058997050147,0.9641101278269419,0.9912655086848636
2020-07-09,002988.SZ,20.18,21.56,20.01,21.15,14236691.0,4.963,20.65,1.0,24.456,24.456,0,交易,0.8648184494602551,0.8251553810925745,711478.8105947026,0.9577922077922078,0.9281076066790354,0.9763593380614657
2020-07-10,002988.SZ,20.87,21.24,20.38,20.46,10477174.0,-3.262,20.735,1.0,17.998,17.998,0,交易,1.136792976997444,1.1595732859206578,514090.97154072626,0.9762241054613936,0.9595103578154426,1.0134408602150538
2020-07-13,002988.SZ,20.48,20.93,20.4,20.77,7835589.999999999,1.515,20.732,1.0,13.46,13.46,0,交易,1.5430906389301633,1.5215453194650816,384097.54901960783,0.990539894887721,0.9746774964166268,0.9981704381319211
2020-07-14,002988.SZ,20.5,20.67,19.82,20.09,9719283.0,-3.274,20.224,1.0,16.696,16.696,0,交易,1.2032822232870148,1.2278390033540967,490377.54793138243,0.9784228350266085,0.9588776003870343,1.0066699850671976
